id	filename	md5	size	state
2bf1805c-9620-4d4d-86f2-b83e1f05b2be	683228c7-dcd6-430f-88f5-a1afeacb5ffe.wxs.aliquot_ensemble_raw.maf.gz	4f66f2deef3b104582ffd6c3b5c69716	329699	released
49c4f45a-0a51-4af1-a31b-8ffbed931e20	48330638-0c8a-4ddd-81fc-7ed215d1869b.wxs.aliquot_ensemble_raw.maf.gz	ccb94fb3b1016b6eb7fdcbe6cb2beb7d	310618	released
ccbe489e-90e2-42f8-bfb8-3a831db984a6	083ba3f9-a51e-4150-95c1-6cb1a014f72b.wxs.aliquot_ensemble_raw.maf.gz	3cb5896c3bf2f9356b6ef634b579086e	219485	released
d6906bfb-2863-4458-ac45-b44a6451ed2f	dfb7c0a5-0c5f-46e8-9f0c-f7c53330322b.wxs.aliquot_ensemble_raw.maf.gz	918220e44e124e2efe770cdfeb4b403c	232713	released
97a8dfdc-3c64-45e5-ad00-6189d1783d0b	f5f0de46-8e12-4e9d-a9d4-509db39369da.wxs.aliquot_ensemble_raw.maf.gz	7c6dfec6a7c159c1b9f72a668e5d40d5	85114	released
eb3b5ac4-0ff6-454e-a571-fc205d471125	de384d7d-2f68-45ac-ad6e-ee851e607aac.wxs.aliquot_ensemble_raw.maf.gz	a795496f4dee22c5f0512b10b62ccee9	160660	released
f753ee2a-adc2-473a-b350-45f049b9676a	4bb37741-dfe9-4b77-93da-4a20792fe795.wxs.aliquot_ensemble_raw.maf.gz	8717a8c6a75906f2d4a8f7e89d98821e	858518	released
adc379c1-aff8-43ed-8d86-d5e76e321e79	13342a45-cc05-4876-99a0-2b70116535c0.wxs.aliquot_ensemble_raw.maf.gz	04b64c1610c458999f6f44280800d309	71452	released
7f58296a-704b-4ca2-9910-2dc767f378b0	2da5bbe8-ec5c-4726-b380-00a4da8033d3.wxs.aliquot_ensemble_raw.maf.gz	73de0437793390218c461f71fdaf8465	268277	released
72838224-f60f-4db6-8b66-e1ea00a882f7	ade64044-3918-4bdc-a392-3e0663bc4424.wxs.aliquot_ensemble_raw.maf.gz	51f0377db5f9b7d5e51d3de54733c61f	85048	released
e0abe384-3eaf-4f2d-927c-5386cc0d9a42	478eb139-b068-4828-83da-baf2286cd424.wxs.aliquot_ensemble_raw.maf.gz	0f90c76719554a625edce46b0bec0b4d	88382	released
402bcd8d-d6aa-4a3e-9ba6-9c7a700f4281	15efa039-1f99-4271-b297-4e1f789f14ff.wxs.aliquot_ensemble_raw.maf.gz	2ad0deb13f0f4846b90009bac3fe63dc	304199	released
fa516c76-cfdb-401d-8176-dccade8e316e	876e80f1-3c84-4649-b922-493d3f894786.wxs.aliquot_ensemble_raw.maf.gz	36fec881531517b4fc699505cc26881e	200552	released
839deef0-4c2d-4a52-8d03-78389446f7da	18e07a6f-9c1f-474e-92d9-47c426f715b5.wxs.aliquot_ensemble_raw.maf.gz	69710f4e83f11ec1b3a0c743e07d64af	252680	released
ac936e27-3158-4940-b537-75e97ba854fc	72725611-02d2-4c38-837a-249a9eb41373.wxs.aliquot_ensemble_raw.maf.gz	eee6ab33392040c316f1ec33591e2c44	98396	released
de4870d5-8cab-46eb-a218-4c368ee95c2d	90ea3402-5438-48d7-8195-7207a5b4ab98.wxs.aliquot_ensemble_raw.maf.gz	20eb723a506382747ffe00b43237e874	340759	released
2c6b74fb-916b-48a0-a8c1-497260cd57b0	a4afb459-8fc1-4b3e-95fe-5dbf41009fff.wxs.aliquot_ensemble_raw.maf.gz	6b9f0fa74cee0162ebd7ee45fa5a9a43	308094	released
63cb9c6b-bd78-4764-9145-728191c0f529	883c4075-e931-4364-95c4-6ea98243d8e8.wxs.aliquot_ensemble_raw.maf.gz	327fcd7e9e946ea19e25b380e3bd6c36	435483	released
06fdc24c-3028-4fa0-82a2-903b11eaadef	09f954ab-0a5a-4615-8a18-06a435bba86c.wxs.aliquot_ensemble_raw.maf.gz	73c7ee97fb82654feff1b00c85bf1dfc	242645	released
ca51b2b1-9e55-4aac-b468-65dbc0cb82bf	f679ab69-0fdc-4905-9086-01f4a6136df8.wxs.aliquot_ensemble_raw.maf.gz	fcf12d476bb08ae56e5eb287d88f2457	74648	released
13189225-9043-4aaa-8beb-8135e4bb0d41	46771022-a605-4e9f-96b5-ba2c3cb7c47f.wxs.aliquot_ensemble_raw.maf.gz	087ab8a508404b5a2af93fa4da2fd219	287758	released
653779e2-6beb-463f-9685-6ba677c1992b	037ecdc2-dc6a-45fd-8eb3-6fa1fc4db46e.wxs.aliquot_ensemble_raw.maf.gz	d1c398e4fbe2b7df1892e4f6182e86eb	368525	released
10847d8c-bf40-42de-80e3-4c80eb707877	b1ed9214-b0e9-44be-9517-bd8d771d1d0d.wxs.aliquot_ensemble_raw.maf.gz	6e7a64a8919455ddb5f0122a5d69d679	140312	released
423ef0ce-709a-4d05-b167-d31811b613e9	090b9ba2-7d58-4be9-afb3-f29b8a7e0337.wxs.aliquot_ensemble_raw.maf.gz	f38e76b9e3bd80d89eeb29f5a8ef4828	922199	released
5e8cea28-f5cc-47d8-96ff-a612be8aa2bf	a7582bc7-5fbf-41d4-b50a-635838ca7404.wxs.aliquot_ensemble_raw.maf.gz	824d3d462d0702002803a11034afa195	437442	released
fe29313c-08c1-49b2-9e30-d4fe20e19390	5619e5ba-f527-4b34-915c-3244dc8c268b.wxs.aliquot_ensemble_raw.maf.gz	089ced4f103f11291bbde6cf2f69ba6b	223017	released
714b3af7-8583-495e-998b-76a80d4587da	80fb6a60-988b-4237-82e1-3694c5dc1306.wxs.aliquot_ensemble_raw.maf.gz	5c6e83fc54a0577a8d57c91e0b8fdbd8	108303	released
7ba08850-b529-4cfa-84d5-fbf2af65dc39	d3ef5781-b308-4b21-b2ce-d137612b4279.wxs.aliquot_ensemble_raw.maf.gz	93645f5be251442ad3ab9ae1bf4b0996	185752	released
d5048fbb-7235-4357-95ff-a04c32d40fe5	ddf9889b-9391-4905-876c-ae739de2fc1b.wxs.aliquot_ensemble_raw.maf.gz	445e690d09ee2536e7dbebb2107af95f	449496	released
bcff15f2-3808-4106-baff-f2512e732dcd	f4899380-8783-4cdb-93fb-862e8f9ff402.wxs.aliquot_ensemble_raw.maf.gz	a7daad5f1d1efcee84b2c76eec2ca4df	180437	released
